time,velocity
0.01001,13.4032194258
0.02001,12.5282969338
0.03001,11.6521083424
0.04001,10.7751580228
0.05001,9.89794780767
0.06001,9.02097652639
0.07001,8.14473954619
0.08001,7.2697283168
0.09001,6.39642992042
0.10001,5.52532662671
0.11001,4.65689545331
0.12001,3.7916077322
0.13001,2.92992868216
0.14001,2.07231698771
0.15001,1.21922438492
0.16001,0.371095254383
0.17001,0.471633778213
0.18001,1.30853423358
0.19001,2.13918616192
0.20001,2.96317851732
0.21001,3.78010952286
0.22001,4.58958702618
0.23001,5.39122884493
0.24001,6.18466310168
0.25001,6.96952854792
0.26001,7.74547487652
0.27001,8.51216302232
0.28001,9.26926545022
0.29001,10.0164664305
0.30001,10.7534623005
0.31001,11.4799617129
0.32001,12.1956858689
0.33001,12.9003687373
0.34001,13.5937572577
0.35001,14.2756115279
0.36001,14.9457049759
0.37001,15.6038245136
0.38001,16.2497706749
0.39001,16.8833577352
0.40001,17.5044138136
0.41001,18.1127809565
0.42001,18.708315202
0.43001,19.2908866266
0.44001,19.8603793717
0.45001,20.4166916503
0.46001,20.9597357352
0.47001,21.4894379265
0.48001,22.0057384988
0.49001,22.5085916296
0.50001,22.9979653063
0.51001,23.473841214
0.52001,23.9362146032
0.53001,24.3850941371
0.54001,24.8205017204
0.55001,25.2424723076
0.56001,25.651053693
0.57001,26.0463062816
0.58001,26.4283028419
0.59001,26.7971282412
0.60001,27.152879163
0.61001,27.4956638084
0.62001,27.8256015814
0.63001,28.1428227586
0.64001,28.4474681452
0.65001,28.7396887165
0.66001,29.019645247
0.67001,29.287507928
0.68001,29.5434559737
0.69001,29.7876772175
0.70001,30.0203676998
0.710010000000001,30.2417312475
0.72001,30.451979047
0.730010000000001,30.6513292117
0.74001,30.8400063442
0.750010000000001,31.0182410961
0.760010000000001,31.1862697251
0.770010000000001,31.3443336497
0.780010000000001,31.4926790092
0.79001,31.6315562071
0.800010000000001,31.761219496
0.810010000000001,31.8819265131
0.82001,31.9939378581
0.830010000000001,32.0975166673
0.840010000000001,32.1929281872
0.850010000000001,32.2804393609
0.860010000000001,32.360318421
0.870010000000001,32.4328344916
0.880010000000001,32.4982571999
0.890010000000001,32.5568562978
0.900010000000001,32.6089012954
0.910010000000001,32.6546611047
0.920010000000001,32.6944036971
0.930010000000001,32.7283957723
0.940010000000001,32.7569024406
0.950010000000001,32.7801869187
0.960010000000001,32.7985102392
0.970010000000001,32.8121309735
0.980010000000001,32.821304969
0.990010000000001,32.8262851004
1.00001,32.8273210348
1.01001,32.8246590107
1.02001,32.8185416314
1.03001,32.8092076711
1.04001,32.7968918953
1.05001,32.7818248935
1.06001,32.7642329253
1.07001,32.744337778
1.08001,32.7223566367
1.09001,32.6985019649
1.10001,32.6729813967
1.11001,32.6459976377
1.12001,32.6177483769
1.13001,32.5884262056
1.14001,32.5582185454
1.15001,32.5273075826
1.16001,32.4958702089
1.17001,32.4640779677
1.18001,32.4320970048
1.19001,32.4000880222
1.20001,32.3682062345
1.21001,32.3366013273
1.22001,32.3054174151
1.23001,32.2747929988
1.24001,32.2448609218
1.25001,32.2157483218
1.26001,32.1875765794
1.27001,32.1604612603
1.28001,32.1345120505
1.29001,32.1098326832
1.30001,32.0865208558
1.31001,32.0646681348
1.32001,32.0443598475
1.33001,32.0256749597
1.34001,32.0086859351
1.35001,31.9934585766
1.36001,31.9800518469
1.37001,31.9685176652
1.38001,31.958900679
1.39001,31.9512380076
1.40001,31.9455589543
1.41001,31.9418846857
1.42001,31.9402278732
1.43001,31.9405922947
1.44001,31.9429723918
1.45001,31.9473527792
1.46001,31.9537077019
1.47001,31.9620004348
1.48001,31.9721826205
1.49001,31.9841935393
1.50001,31.9979593058
1.51001,32.0133919841
1.52001,32.0303886173
1.53001,32.0488301602
1.54001,32.0685803089
1.55001,32.0894842175
1.56001,32.1113670916
1.57001,32.134032647
1.58001,32.1572614227
1.59001,32.1808089342
1.60001,32.2044036521
1.61001,32.2277447916
1.62001,32.2504998941
1.63001,32.2723021828
1.64001,32.2927476711
1.65001,32.3113920014
1.66001,32.3277469892
1.67001,32.3412768451
1.68001,32.3513940454
1.69001,32.3574548184
1.70001,32.3587542101
1.71001,32.354520692
1.72001,32.343910266
1.73001,32.3260000223
1.74001,32.2997810973
1.75001,32.2641509772
1.76001,32.2179050865
1.77001,32.1597275953
1.78001,32.0881813739
1.79001,32.0016970169
1.80001,31.8985608521
1.81001,31.7769018429
1.82001,31.6346772863
1.83001,31.4696571993
1.84001,31.2794072811
1.85001,31.0612703292
1.86001,30.812345981
1.87001,30.5294686452
1.88001,30.2091834809
1.89001,29.8477202784
1.90001,29.4409650914
1.91001,28.9844294729
1.92001,28.4732171679
1.93001,27.9019881286
1.94001,27.2649197324
1.95001,26.5556651112
1.96001,25.7673085399
1.97001,24.8923178874
1.98001,23.9224942142
1.99001,22.8489187069
2.00001,21.6618972845
2.01001,20.3509034027
2.02001,18.9045198359
2.03001,17.3103805414
2.04001,15.5551141372
2.05001,13.6242910665
2.06001,11.5023772132
2.07001,9.17269760562
2.08001,6.61741493857
2.09001,3.81752899375
2.10001,0.75290469884
2.11001,2.59766143525
2.12001,6.25632438038
2.13001,10.2460082782
2.14001,14.5901407428
2.15001,19.3122823813
2.16001,24.4356266592
2.17001,29.9823420067
2.18001,35.972725599
2.19001,42.4241373326
2.20001,49.3496842592
2.21001,56.7566315874
2.22001,64.6445281198
2.23001,73.0030536911
2.24001,81.8096257951
2.25001,91.0268436039
2.26001,100.599900142
2.27001,110.454155368
2.28001,120.493128793
2.29001,130.59723021
2.30000999999999,140.623586842
2.31000999999999,150.407327217
2.32000999999999,159.764628656
2.33000999999999,168.497713809
2.34000999999999,176.401790592
2.35000999999999,183.273684216
2.36000999999999,133.23248881
2.37000999999999,44.6670975174
2.38000999999999,44.9125019702
2.39000999999999,45.1435232003
2.40000999999999,45.359821688
2.41000999999999,45.5610655547
2.42000999999999,45.7469311864
2.43000999999999,45.9171038655
2.44000999999999,46.0712783719
2.45000999999999,46.2091595791
2.46000999999999,46.3304630311
2.47000999999999,46.4349155037
2.48000999999999,46.5222555467
2.49000999999999,46.5922340061
2.50000999999999,46.644614525
2.51000999999999,46.6791740211
2.52000999999999,46.6957031409
2.53000999999999,46.694006688
2.54000999999999,46.6739040255
2.55000999999999,46.6352294518
2.56000999999999,46.5778325481
2.57000999999999,46.5015784974
2.58000999999999,46.4063483748
2.59000999999999,46.2920394083
2.60000999999999,46.1585652098
2.61000999999999,46.0058559763
2.62000999999999,45.833858661
2.63000999999999,45.6425371145
2.64000999999999,45.4318721962
2.65000999999999,45.2018618557
2.66000999999999,44.9525211855
2.67000999999999,44.6838824441
2.68000999999999,44.3959950511
2.69000999999999,44.0889255542
2.70000999999999,43.7627575686
2.71000999999999,43.4175916906
2.72000999999999,43.0535453843
2.73000999999999,42.6707528438
